rating_date,local_currency,foreign_currency,產業類別,證券代號,公司名稱,快速連結,每股淨值,指標1,指標2_1_1,指標2_2_1,指標2_3_1,指標3_1,指標3_2,指標4_1_1,指標4_2_1,指標4_3_1,指標5,指標6,指標7,指標8,指標9,指標2_1_2,指標2_2_2,指標2_3_2,指標4_1_2,指標4_2_2,指標4_3_2,en_name
,,,資訊服務業,2468,華經,"

財報電子書

重大訊息
","109Q2     16.06
",普通交易,106,107,108,29.07,2.52,107,108,109Q2,"      0.00
",0,0,無,無,"                 36,920
","                 42,486
","                 45,940
","                -56,503
","               -132,543
","                 42,962
",Fortune Information Systems Corp.
,,,資訊服務業,2471,資通,"

財報電子書

重大訊息
","109Q2     14.43
",普通交易,106,107,108,43.73,2.75,107,108,109Q2,"     16.03
",0,0,無,無,"                 32,216
","                 57,185
","                 80,072
","                 67,751
","                167,070
","                 -8,729
",ARES INTERNATIONAL CORP.
,,,電子零組件業,2472,立隆電,"

財報電子書

重大訊息
","109Q2     26.33
",普通交易,106,107,108,47.38,1.67,107,108,109Q2,"      0.00
",0,0,無,無,"                461,101
","                570,746
","                432,991
","              1,064,729
","              1,530,510
","              1,118,910
",LELON ELECTRONICS CORP.
,,,其他電子業,2474,可成,"

財報電子書

重大訊息
","109Q3    188.63
",普通交易,106,107,108,41.11,1.76,107,108,109Q3,"      0.00
",0,0.01,無,無,"             21,843,250
","             27,972,188
","             11,272,124
","             26,929,145
","             25,802,112
","             17,288,861
","CATCHER TECHNOLOGY CO., LTD."
,,,電子零組件業,2476,鉅祥,"

財報電子書

重大訊息
","109Q2     23.45
",普通交易,106,107,108,36.96,2.76,107,108,109Q2,"      0.00
",1.26,0,無,無,"                382,102
","                291,394
","                331,508
","                520,311
","                677,714
","                -89,787
","G-SHANK ENTERPRISE CO.,LTD."
,,,其他電子業,2477,美隆電,"

財報電子書

重大訊息
","109Q2     14.91
",普通交易,106,107,108,50.51,2.38,107,108,109Q2,"      0.00
",0,0,無,無,"                354,856
","                171,029
","                419,980
","                 63,781
","                525,961
","                252,814
","MEILOON INDUSTRIAL CO., LTD."
,,,電子零組件業,2478,大毅,"

財報電子書

重大訊息
","109Q2     37.89
",普通交易,106,107,108,36.58,1.87,107,108,109Q2,"      2.59
",5.11,0,無,無,"                189,405
","              1,354,623
","                387,280
","              1,202,825
","              1,321,696
","                170,108
","TA-I TECHNOLOGY CO.,LTD"
,,,資訊服務業,2480,敦陽科,"

財報電子書

重大訊息
","109Q2     24.23
",普通交易,106,107,108,50.34,1.73,107,108,109Q2,"      0.00
",0,5.27,無,無,"                305,667
","                404,220
","                446,501
","                147,004
","                580,464
","                 30,788
","STARK TECHNOLOGY, INC."
,,,半導體業,2481,強茂,"

財報電子書

重大訊息
","109Q2     18.92
",普通交易,106,107,108,60.03,1.67,107,108,109Q2,"     33.06
",8.97,30.56,無,無,"               -339,290
","                891,741
","                530,209
","              1,835,468
","                741,969
","                782,155
",PANJIT INTERNATIONAL INC.
,,,其他電子業,2482,連宇,"

財報電子書

重大訊息
","109Q2     12.42
",普通交易,106,107,108,34.46,2.43,107,108,109Q2,"      0.00
",0,0,無,無,"                -69,874
","                  3,478
","                 23,913
","                  5,016
","                 70,839
","                  8,751
",UNIFORM INDUSTRIAL CORP.
,,,電子零組件業,2483,百容,"

財報電子書

重大訊息
","109Q2     21.39
",普通交易,106,107,108,37.65,1.79,107,108,109Q2,"      0.00
",0,0,無,無,"                161,516
","                166,140
","                158,551
","                170,826
","                104,639
","                -50,879
","EXCEL CELL ELECTRONIC CO., LTD."
,,,電子零組件業,2484,希華,"

財報電子書

重大訊息
","109Q2     17.84
",普通交易,106,107,108,29.83,2.5,107,108,109Q2,"      0.00
",0,0,無,無,"                167,574
","                260,453
","                121,377
","                530,003
","                316,858
","                148,492
","SIWARD CRYSTAL TECHNOLOGY CO., LTD"
,,,通信網路業,2485,兆赫,"

財報電子書

重大訊息
","109Q2     20.69
",普通交易,106,107,108,21.78,3.37,107,108,109Q2,"      0.00
",0,12.01,無,無,"                 31,104
","                296,660
","               -116,859
","               -865,650
","                426,788
","               -546,481
",ZINWELL  CORPORATION
,,,光電業,2486,一詮,"

財報電子書

重大訊息
","109Q2     14.19
",普通交易,106,107,108,51.02,2.26,107,108,109Q2,"      0.00
",3.88,6.85,無,無,"               -167,092
","               -109,133
","               -177,512
","                230,143
","                124,645
","                 46,023
","I-CHIUN PRECISION INDUSTRY CO., LTD."
,,,其他電子業,2488,漢平,"

財報電子書

重大訊息
","109Q2     24.12
",普通交易,106,107,108,40.09,2.5,107,108,109Q2,"      9.64
",0,7.23,無,無,"                189,811
","                291,958
","                279,920
","                178,810
","                237,075
","                 28,406
","HANPIN ELECTRON CO., LTD."
,,,光電業,2489,瑞軒,"

財報電子書

重大訊息
","109Q2     14.29
",普通交易,106,107,108,28.58,2.79,107,108,109Q2,"      0.00
",2.52,10.57,無,無,"               -887,798
","                156,267
","                  4,690
","              1,216,937
","             -1,025,271
","               -657,526
","AMTRAN TECHNOLOGY CO.,LTD"
,,,光電業,2491,吉祥全,"

財報電子書

重大訊息
","109Q2     12.48
",普通交易,106,107,108,8.34,12.52,107,108,109Q2,"      0.00
",0,77.69,無,無,"                 39,127
","                -32,089
","                449,365
","                  4,017
","                -71,757
","                -40,036
",FORTUNE ORIENTAL COMPANY LIMITED
,,,電子零組件業,2492,華新科,"

財報電子書

重大訊息
","109Q2     67.11
",普通交易,106,107,108,47.08,1.58,107,108,109Q2,"      0.00
",0,7.24,無,無,"              2,608,697
","             19,704,564
","              6,648,906
","             16,421,805
","             13,120,933
","              5,830,686
",WALSIN TECHNOLOGY CORPORATION
,,,電子零組件業,2493,揚博,"

財報電子書

重大訊息
","109Q2     19.71
",普通交易,106,107,108,38.56,2.28,107,108,109Q2,"      0.00
",0,0,無,無,"                247,036
","                342,985
","                228,519
","                256,580
","                378,887
","                 94,980
","AMPOC FAR-EAST CO., LTD."
,,,其他電子業,2495,普安,"

財報電子書

重大訊息
","109Q2     14.45
",普通交易,106,107,108,23.05,3.99,107,108,109Q2,"      0.00
",0,0,無,無,"                116,988
","                119,414
","                202,573
","                237,369
","                216,496
","                107,784
","Infortrend Technology, Inc."
,,,通信網路業,2498,宏達電,"

財報電子書

重大訊息
","109Q2     39.17
",普通交易,106,107,108,32.17,2.09,107,108,109Q2,"      0.00
",0,0,無,無,"            -16,905,713
","             12,068,202
","             -9,358,078
","             -9,495,824
","             -9,170,048
","             -4,703,424
",HTC Corporation
,,,光電業,2499,東貝,"

財報電子書

重大訊息
","108Q4     -5.27
",停止買賣,106,107,108,133.57,0.42,107,108,108Q4,"      0.00
",0,0,無,"有詳細資料
","             -1,840,839
","                 75,420
","             -7,316,127
","                289,674
","                526,990
","                526,990
","Unity Opto Technology Co., Ltd."
,,,電腦及週邊設備業,3002,歐格,"

財報電子書

重大訊息
","109Q2     11.87
",普通交易,106,107,108,29.46,6.95,107,108,109Q2,"      0.00
",0,0,無,無,"                 74,685
","                -28,293
","                 65,440
","                  3,146
","                 29,310
","                -28,854
",Ahoku Electronic Company
,,,電子零組件業,3003,健和興,"

財報電子書

重大訊息
","109Q2     29.87
",普通交易,106,107,108,28.15,3.38,107,108,109Q2,"      0.00
",0,0,無,無,"                498,025
","                478,912
","                422,113
","                256,437
","                781,570
","                192,034
",K.S. TERMINALS INC.
,,,電腦及週邊設備業,3005,神基,"

財報電子書

重大訊息
","109Q2     24.49
",普通交易,106,107,108,47.59,1.67,107,108,109Q2,"      0.00
",0,3.12,無,無,"              1,910,136
","              2,212,459
","              2,129,188
","              3,780,992
","              3,484,509
","              1,291,334
",Getac Technology Corporation
,,,半導體業,3006,晶豪科,"

財報電子書

重大訊息
","109Q2     28.63
",普通交易,106,107,108,36.4,2.57,107,108,109Q2,"      0.00
",0,0,無,無,"                865,167
","                706,508
","                497,405
","               -596,909
","              1,849,420
","               -488,810
",Elite Semiconductor Microelectronics Tech Inc
,,,光電業,3008,大立光,"

財報電子書

重大訊息
","109Q3    997.06
",普通交易,106,107,108,17.12,3.98,107,108,109Q3,"      0.00
",0,0,無,無,"             25,975,623
","             24,369,534
","             28,263,082
","             31,591,453
","             25,629,710
","             20,505,306
","LARGAN Precision Co.,Ltd"
,,,電子通路業,3010,華立,"

財報電子書

重大訊息
","109Q2     48.83
",普通交易,106,107,108,63.17,1.56,107,108,109Q2,"      0.00
",0,39.11,無,無,"              1,409,506
","              1,345,959
","              1,415,822
","             -1,910,135
","              1,798,024
","              1,688,060
",WAH LEE INDUSTRIAL CORP.
,,,電子零組件業,3011,今皓,"

財報電子書

重大訊息
","109Q2      8.87
",普通交易,106,107,108,41.98,1.8,107,108,109Q2,"     11.11
",0,0,無,無,"               -102,046
","                -33,314
","                -87,984
","               -108,070
","                 26,550
","                -29,908
","Ji-Haw Industrial Co.,Ltd."
,,,電腦及週邊設備業,3013,晟銘電,"

財報電子書

重大訊息
","109Q2     14.55
",普通交易,106,107,108,49.21,1.65,107,108,109Q2,"     36.98
",0,2.26,無,無,"                212,909
","                110,051
","                132,900
","                 35,501
","                203,415
","                 12,190
",CHENMING ELECTRONIC TECHNOLOGY CORPORATION
,,,半導體業,3014,聯陽,"

財報電子書

重大訊息
","109Q2     24.09
",普通交易,106,107,108,33.24,2.33,107,108,109Q2,"      0.00
",0,0,無,無,"                389,553
","                486,961
","                539,340
","                561,393
","                969,625
","               -433,907
",ITE  Tech. Inc
,,,電子零組件業,3015,全漢,"

財報電子書

重大訊息
","109Q2     49.03
",普通交易,106,107,108,39.89,1.63,107,108,109Q2,"      0.00
",0,0,無,無,"                314,545
","                 77,585
","                135,390
","               -248,657
","                387,326
","               -236,921
",FSP Technology Inc.
,,,半導體業,3016,嘉晶,"

財報電子書

重大訊息
","109Q2     14.28
",普通交易,106,107,108,34.2,2.84,107,108,109Q2,"      8.04
",0,0,無,無,"                180,310
","                430,119
","                 10,478
","                597,789
","                394,856
","                182,135
",Episil-Precision Inc.
,,,電腦及週邊設備業,3017,奇鋐,"

財報電子書

重大訊息
","109Q2     25.46
",普通交易,106,107,108,74.42,1.22,107,108,109Q2,"      0.00
",0,45.71,無,無,"                886,681
","                711,261
","                957,969
","                971,341
","              2,457,835
","              1,853,962
","Asia Vital Components Co., Ltd."
,,,其他電子業,3018,同開,"

財報電子書

重大訊息
","109Q2      8.11
",普通交易,106,107,108,60.21,1.18,107,108,109Q2,"      0.00
",11.64,216.26,"有詳細資料(一)
詳細資料(二)
",無,"                 56,077
","               -157,507
","               -218,349
","               -201,724
","                154,099
","                  9,550
","TUNG KAI TECHNOLOGY ENGINEERING CO.,LTD."
,,,光電業,3019,亞光,"

財報電子書

重大訊息
","109Q2     39.33
",普通交易,106,107,108,25.4,3.35,107,108,109Q2,"      0.00
",0,0,無,無,"                620,212
","              1,092,557
","                958,754
","              2,480,530
","              1,941,008
","                873,667
","ASIA OPTICAL CO., INC."
,,,電子零組件業,3021,鴻名,"

財報電子書

重大訊息
","109Q2     12.74
",普通交易,106,107,108,52.92,1.6,107,108,109Q2,"      2.73
",4.91,17.73,無,無,"                108,883
","                124,640
","                136,418
","                123,764
","                251,633
","                 57,819
",WELLTEND TECHNOLOGY CORPORATION
,,,電腦及週邊設備業,3022,威強電,"

財報電子書

重大訊息
","109Q2     38.95
",普通交易,106,107,108,30.9,2.9,107,108,109Q2,"     18.44
",0,0,無,無,"                924,239
","                897,918
","                674,064
","                646,605
","              1,556,955
","                124,953
",IEI Integration Corp.
,,,電子零組件業,3023,信邦,"

財報電子書

重大訊息
","109Q3     34.77
",普通交易,106,107,108,59.23,1.4,107,108,109Q3,"     13.05
",1.27,22.07,無,無,"              1,226,471
","              1,413,477
","              1,718,511
","                343,590
","              1,694,697
","               -174,825
","SINBON ELECTRONICS CO.,LTD."
,,,光電業,3024,憶聲,"

財報電子書

重大訊息
","109Q2      9.32
",普通交易,106,107,108,31.57,1.42,107,108,109Q2,"      0.00
",0,0,無,無,"                 34,580
","                148,278
","                 54,736
","                 19,732
","                256,738
","                 46,220
","ACTION ELECTRONICS CO., LTD"
,,,通信網路業,3025,星通,"

財報電子書

重大訊息
","109Q2     11.08
",普通交易,106,107,108,25.31,4.32,107,108,109Q2,"      0.00
",0,0,無,無,"                 15,371
","                  1,164
","                 49,503
","                -86,621
","                 -9,849
","                -13,958
","Loop Telecommunication International,Inc."
,,,電子零組件業,3026,禾伸堂,"

財報電子書

重大訊息
","109Q2     53.98
",普通交易,106,107,108,38.94,2.02,107,108,109Q2,"      0.00
",0,4.76,無,無,"                878,853
","              2,781,612
","                792,800
","              3,085,315
","              1,533,733
","                703,430
","HOLY STONE ENTERPRISE CO.,LTD."
,,,通信網路業,3027,盛達,"

財報電子書

重大訊息
","109Q2     14.60
",普通交易,106,107,108,35.94,2.19,107,108,109Q2,"     38.69
",4.02,9.65,無,"有詳細資料
","               -228,657
","                164,801
","                -18,221
","                -55,269
","                -20,827
","                -21,129
","BILLION ELECTRIC CO., LTD."
,,,電子通路業,3028,增你強,"

財報電子書

重大訊息
","109Q2     22.60
",普通交易,106,107,108,68.65,1.41,107,108,109Q2,"      0.00
",15.3,66.35,無,無,"                432,492
","                406,646
","                230,581
","             -1,877,983
","              2,265,451
","                207,545
",ZENITRON CORPORATION
,,,資訊服務業,3029,零壹,"

財報電子書

重大訊息
","109Q2     19.43
",普通交易,106,107,108,52.96,1.62,107,108,109Q2,"     24.91
",2.47,0,無,無,"                195,983
","                252,939
","                351,313
","                 55,068
","                412,374
","                434,513
","Zero One Technology Co.,Ltd."
,,,其他電子業,3030,德律,"

財報電子書

重大訊息
","109Q2     22.13
",普通交易,106,107,108,31.81,2.44,107,108,109Q2,"      0.00
",0,0,無,無,"                594,865
","              1,064,399
","                938,698
","                626,813
","              1,358,206
","                405,337
","Test Research,Inc."
,,,光電業,3031,佰鴻,"

財報電子書

重大訊息
","109Q2     14.59
",普通交易,106,107,108,19.29,3.33,107,108,109Q2,"      0.00
",3.19,0,無,無,"                209,660
","                109,022
","                234,486
","                298,632
","                271,361
","                202,570
",BRIGHT LED ELECTRONICS CORP
,,,電子零組件業,3032,偉訓,"

財報電子書

重大訊息
","109Q2     18.80
",普通交易,106,107,108,60.37,1.31,107,108,109Q2,"     83.33
",2.81,65.39,無,無,"                243,316
","                418,885
","                280,860
","                206,039
","                734,616
","                404,105
","COMPUCASE ENTERPRISE CO., LTD."
,,,電子通路業,3033,威健,"

財報電子書

重大訊息
","109Q2     15.49
",普通交易,106,107,108,75.85,1.32,107,108,109Q2,"      0.00
",0,111.49,無,無,"                631,260
","                624,054
","                260,394
","             -2,164,214
","              3,050,010
","                -37,965
","Weikeng Industrial Co., Ltd."
,,,半導體業,3034,聯詠,"

財報電子書

重大訊息
","109Q2     51.69
",普通交易,106,107,108,42.2,2.06,107,108,109Q2,"      0.00
",0,0,無,無,"              5,024,088
","              6,390,630
","              7,927,409
","              8,011,480
","              7,146,779
","              3,709,620
",NOVATEK MICROELECTRONICS CORP.
,,,半導體業,3035,智原,"

財報電子書

重大訊息
","109Q3     22.56
",普通交易,106,107,108,27.48,2.71,107,108,109Q3,"      0.00
",0,0,無,無,"                835,913
","                263,228
","                347,877
","                301,812
","                853,608
","                415,156
",FARADAY TECHNOLOGY CORP.
,,,電子通路業,3036,文曄,"

財報電子書

重大訊息
","109Q2     47.45
",普通交易,106,107,108,68.55,1.26,107,108,109Q2,"      2.40
",2.36,28.49,無,無,"              2,519,897
","              2,778,229
","              2,530,940
","               -219,685
","              2,867,306
","             -1,359,215
","WT MICROELECTRONICS CO., LTD."
,,,電子零組件業,3037,欣興,"

財報電子書

重大訊息
","109Q3     31.32
",普通交易,106,107,108,57.24,1.37,107,108,109Q3,"      0.00
",21.13,11.72,無,無,"                414,355
","              1,705,306
","              3,259,882
","             13,534,887
","             10,276,980
","              9,527,357
",UNIMICRON TECHNOLOGY CORP.
,,,光電業,3038,全台,"

財報電子書

重大訊息
","109Q2     12.33
",普通交易,106,107,108,48.57,1.87,107,108,109Q2,"      0.00
",0,0,無,無,"                 54,314
","                111,926
","                257,325
","                289,955
","                396,119
","                137,801
",EMERGING DISPLAY TECHNOLOGIES CORP.
,,,半導體業,3041,揚智,"

財報電子書

重大訊息
","109Q2     17.03
",普通交易,106,107,108,17.59,3.53,107,108,109Q2,"      0.00
",0,4.54,無,無,"               -469,104
","               -762,252
","               -316,973
","               -339,761
","                 -3,527
","               -137,566
",ALi Corporation
,,,電子零組件業,3042,晶技,"

財報電子書

重大訊息
","109Q2     27.18
",普通交易,106,107,108,42.16,2.01,107,108,109Q2,"     16.18
",0,0,無,無,"                962,655
","                644,350
","                671,782
","              1,068,473
","              1,663,626
","                618,399
",TXC CORPORATION
,,,其他電子業,3043,科風,"

財報電子書

重大訊息
","109Q2      0.66
",變更交易,106,107,108,91.97,0.73,107,108,109Q2,"      0.00
",273.43,29.25,"有詳細資料(一)
詳細資料(二)
","有詳細資料
","                -56,364
","                 -3,792
","                 76,714
","                 11,815
","                 39,879
","                -44,613
","POWERCOM CO .,LTD"
,,,電子零組件業,3044,健鼎,"

財報電子書

重大訊息
","109Q2     60.54
",普通交易,106,107,108,53.53,1.46,107,108,109Q2,"      0.00
",0,0,無,無,"              4,365,681
","              4,938,398
","              6,037,254
","              7,645,204
","             10,453,629
","              4,078,673
",Tripod Technology Corporation
,,,通信網路業,3045,台灣大,"

財報電子書

重大訊息
","109Q2     21.52
",普通交易,106,107,108,62.51,0.5,107,108,109Q2,"      0.00
",0,35.64,無,無,"             14,192,176
","             13,642,172
","             12,481,167
","             29,775,655
","             30,216,415
","             16,706,453
","TAIWAN  MOBILE  CO., LTD."
,,,電腦及週邊設備業,3046,建碁,"

財報電子書

重大訊息
","109Q2      7.68
",普通交易,106,107,108,64.33,1.23,107,108,109Q2,"      0.00
",0,13,無,"有詳細資料
","               -119,773
","                -13,453
","               -167,582
","                 -5,912
","               -148,896
","                -27,335
",AOPEN INC.
,,,通信網路業,3047,訊舟,"

財報電子書

重大訊息
","109Q2     10.79
",普通交易,106,107,108,64.38,1.45,107,108,109Q2,"      0.00
",0,6.39,無,無,"               -180,219
","                -27,127
","                 60,772
","                 51,023
","                618,368
","                271,544
","EDIMAX TECHNOLOGY CO., LTD."
,,,電子通路業,3048,益登,"

財報電子書

重大訊息
","109Q2     15.13
",普通交易,106,107,108,82.09,1.21,107,108,109Q2,"      0.00
",8.64,24.2,無,無,"                363,715
","                243,428
","                367,792
","                911,222
","              1,382,080
","             -1,374,599
","EDOM TECHNOLOGY CO., LTD."
,,,光電業,3049,和鑫,"

財報電子書

重大訊息
","109Q2     11.36
",普通交易,106,107,108,42.05,1.17,107,108,109Q2,"      0.00
",1.42,0,無,無,"                141,295
","                183,340
","              1,018,057
","              1,393,300
","              2,252,130
","                798,141
",HannsTouch Solution Incorporated
,,,光電業,3050,鈺德,"

財報電子書

重大訊息
","109Q2     15.56
",普通交易,106,107,108,53.32,1.79,107,108,109Q2,"     64.83
",0,1.76,無,無,"                128,804
","                 59,749
","                110,201
","                132,771
","                340,011
","                 62,592
",U-TECH Media Corporation
,,,光電業,3051,力特,"

財報電子書

重大訊息
","109Q2      3.67
",變更交易,106,107,108,86.25,1.47,107,108,109Q2,"      0.00
",0,0,無,無,"               -213,439
","               -104,133
","               -169,313
","                218,207
","                228,553
","                231,346
",Optimax Technology Corporation
,,,半導體業,3054,立萬利,"

財報電子書

重大訊息
","109Q3     11.37
",普通交易,106,107,108,6.99,9.1,107,108,109Q3,"      0.00
",0,5.4,無,無,"                 81,910
","                    891
","                  2,782
","               -123,090
","               -109,160
","                -18,227
","LIWANLI Innovation  Co., Ltd."
,,,電子通路業,3055,蔚華科,"

財報電子書

重大訊息
","109Q2     23.72
",普通交易,106,107,108,47.56,1.62,107,108,109Q2,"     45.91
",2.28,59.92,無,無,"                 38,694
","                 86,173
","                 10,169
","               -160,599
","             -1,316,874
","                 23,767
",Spirox Corporation
,,,電腦及週邊設備業,3057,喬鼎,"

財報電子書

重大訊息
","109Q2      5.26
",普通交易,106,107,108,49.59,2,107,108,109Q2,"      0.00
",0,0,無,無,"               -601,209
","                -64,002
","               -326,583
","                 22,138
","                -86,173
","               -156,754
","Promise Technology, Inc."
,,,電子零組件業,3058,立德,"

財報電子書

重大訊息
","109Q2     12.30
",普通交易,106,107,108,59.73,1.17,107,108,109Q2,"      0.00
",0,20.96,無,無,"                -36,474
","               -158,416
","                -15,592
","                 41,362
","                271,209
","                -72,476
",Leader  Electronics Inc.
,,,光電業,3059,華晶科,"

財報電子書

重大訊息
","109Q3     31.19
",普通交易,106,107,108,37.76,1.83,107,108,109Q3,"     45.70
",0,0,無,無,"                 13,402
","                130,562
","                 84,308
","                703,775
","              1,030,109
","                290,547
",Altek Corporation
,,,電腦及週邊設備業,3060,銘異,"

財報電子書

重大訊息
","109Q2     21.26
",普通交易,106,107,108,39.23,1.8,107,108,109Q2,"     19.33
",2.64,6.74,無,無,"                 54,449
","               -329,218
","               -366,588
","               -448,413
","               -159,798
","                466,651
","MIN AIK TECHNOLOGY Co., Ltd."
,,,通信網路業,3062,建漢,"

財報電子書

重大訊息
","109Q2     16.28
",普通交易,106,107,108,30.05,2.87,107,108,109Q2,"      0.00
",0,0,無,無,"                141,618
","                166,600
","                 51,352
","                -20,713
","              1,161,364
","                399,352
",CyberTAN Technology Inc.
,,,電子零組件業,3090,日電貿,"

財報電子書

重大訊息
","109Q2     21.17
",普通交易,106,107,108,45.29,1.88,107,108,109Q2,"      0.00
",0,78.68,無,無,"                582,265
","              1,529,066
","                593,240
","                449,060
","              1,288,056
","                107,139
",NICHIDENBO  CORPORATION
,,,半導體業,3094,聯傑,"

財報電子書

重大訊息
","109Q2     12.65
",普通交易,106,107,108,15.27,7.63,107,108,109Q2,"      0.00
",0,0,無,無,"                 52,327
","                 37,635
","                 41,396
","                 53,968
","                 62,052
","                  1,550
","DAVICOM SEMICONDUCTOR,INC."
,,,資訊服務業,3130,一零四,"

財報電子書

重大訊息
","109Q2     39.53
",普通交易,106,107,108,51.36,1.78,107,108,109Q2,"      4.63
",0,0,無,無,"                318,123
","                282,207
","                286,001
","                414,209
","                470,929
","                151,503
",104 CORPORATION
,,,光電業,3149,正達,"

財報電子書

重大訊息
","109Q2      6.12
",普通交易,106,107,108,63.64,0.92,107,108,109Q2,"     23.84
",0,0,無,無,"                 19,578
","               -124,499
","                -60,369
","                -57,471
","                281,374
","                 28,976
",G-TECH Optoelectronics Corporation
,,,半導體業,3189,景碩,"

財報電子書

重大訊息
","109Q3     56.52
",普通交易,106,107,108,31.22,1.96,107,108,109Q3,"      0.19
",0,0,無,無,"                491,676
","                349,485
","             -2,025,332
","              4,102,579
","              3,101,309
","              3,228,938
",KINSUS INTERCONNECT TECHNOLOGY CORP.
,,,電子通路業,3209,全科,"

財報電子書

重大訊息
","109Q2     15.68
",普通交易,106,107,108,74.9,1.42,107,108,109Q2,"      0.00
",9.49,125.24,無,無,"                282,686
","                211,359
","                288,345
","                309,921
","              1,351,814
","                -97,816
",ALLTEK TECHNOLOGY CORP.
,,,電子零組件業,3229,晟鈦,"

財報電子書

重大訊息
","109Q2      5.11
",普通交易,106,107,108,36.62,1.92,107,108,109Q2,"     45.54
",14.87,0,無,無,"                -17,002
","                -71,925
","               -152,692
","                -46,531
","                -93,937
","                -40,334
","CHEER TIME ENTERPRISE CO., LTD"
,,,電腦及週邊設備業,3231,緯創,"

財報電子書

重大訊息
","109Q2     24.99
",普通交易,106,107,108,77.37,1.08,107,108,109Q2,"      0.00
",3.77,48.67,無,無,"              3,885,516
","              4,908,472
","              6,800,768
","              4,156,087
","             18,595,562
","             -9,083,243
",Wistron Corporation
,,,半導體業,3257,虹冠電,"

財報電子書

重大訊息
","109Q3     20.32
",普通交易,106,107,108,13.48,5.68,107,108,109Q3,"      5.48
",0,1.98,無,無,"                 70,658
","                113,287
","                 93,109
","                175,657
","                146,063
","                210,590
",CHAMPION MICROELECTRONIC CORP.
,,,電子零組件業,3296,勝德,"

財報電子書

重大訊息
","109Q2     14.64
",普通交易,106,107,108,32.06,2.81,107,108,109Q2,"      0.00
",0.72,0,無,無,"                  2,365
","                 99,160
","                 26,037
","                182,422
","                323,034
","               -113,698
","POWERTECH INDUSTRIAL CO., LTD."
,,,其他電子業,3305,昇貿,"

財報電子書

重大訊息
","109Q2     29.14
",普通交易,106,107,108,46.5,1.8,107,108,109Q2,"     43.36
",0,3.62,無,無,"                 90,938
","                 41,933
","                169,247
","                341,532
","                365,886
","                330,644
",SHENMAO TECHNOLOGY INC.
,,,電子零組件業,3308,聯德,"

財報電子書

重大訊息
","109Q2      7.60
",普通交易,106,107,108,51.65,1.38,107,108,109Q2,"      0.00
",9.71,0,無,無,"                -55,820
","               -154,500
","                -93,425
","               -226,835
","                 31,236
","                -20,921
","BESTEC POWER ELECTRONICS CO., LTD"
,,,通信網路業,3311,閎暉,"

財報電子書

重大訊息
","109Q3     34.70
",普通交易,106,107,108,23.74,4.35,107,108,109Q3,"      0.00
",0,0,無,無,"                -82,018
","                -33,816
","                -30,495
","               -299,005
","                 91,871
","               -136,377
",Silitech Technology Corporation
,,,電子通路業,3312,弘憶股,"

財報電子書

重大訊息
","109Q2     11.69
",普通交易,106,107,108,70.79,1.4,107,108,109Q2,"     49.55
",0.81,6.1,無,無,"               -219,710
","                138,461
","                154,917
","                143,667
","               -346,569
","                619,412
",G.M.I Technology Inc.
,,,電子零組件業,3321,同泰,"

財報電子書

重大訊息
","109Q3      5.16
",普通交易,106,107,108,73.21,0.79,107,108,109Q3,"      0.00
",0,0,無,無,"               -250,037
","               -338,170
","               -393,298
","                 28,835
","                 73,801
","                 61,434
",UNIFLEX TECHNOLOGY INC.
,,,電子零組件業,3338,泰碩,"

財報電子書

重大訊息
","109Q2     17.91
",普通交易,106,107,108,66.72,1.39,107,108,109Q2,"      0.00
",3.72,8.38,無,無,"                 35,195
","                136,896
","                292,582
","                 90,211
","                318,441
","                434,023
","Taisol Electronics Co., Ltd."
,,,光電業,3356,奇偶,"

財報電子書

重大訊息
","109Q2     18.16
",普通交易,106,107,108,42.48,2.27,107,108,109Q2,"     31.34
",0.68,0,無,無,"               -174,910
","                 68,380
","                 19,956
","                116,066
","                264,371
","                -90,065
",GeoVision Inc.
,,,電子零組件業,3376,新日興,"

財報電子書

重大訊息
","109Q2     73.02
",普通交易,106,107,108,33.11,2.23,107,108,109Q2,"      0.00
",0,0,無,無,"                732,605
","              1,191,456
","              1,297,956
","              1,617,593
","              1,730,129
","                555,809
","Shin Zu Shing Co ., LTD."
,,,通信網路業,3380,明泰,"

財報電子書

重大訊息
","109Q2     16.77
",普通交易,106,107,108,50.6,1.61,107,108,109Q2,"      0.00
",0,2.88,無,無,"                548,538
","                -88,009
","                238,903
","                354,211
","                392,316
","             -1,233,209
",Alpha Networks Inc.
,,,光電業,3383,新世紀,"

財報電子書

重大訊息
","109Q2      4.64
",變更交易,106,107,108,89.64,1.48,107,108,109Q2,"     36.73
",0,0,無,無,"               -617,555
","               -342,604
","               -231,123
","                -10,475
","                -58,689
","                -43,618
",Genesis Photonics Inc.
,,,光電業,3406,玉晶光,"

財報電子書

重大訊息
","109Q2    119.94
",普通交易,106,107,108,40.66,1.23,107,108,109Q2,"     14.99
",4.31,0,無,無,"              1,047,787
","                935,621
","              2,522,333
","              2,515,134
","              3,697,858
","              1,548,860
","GENIUS ELECTRONIC OPTICAL CO.,LTD"
,,,半導體業,3413,京鼎,"

財報電子書

重大訊息
","109Q2     54.83
",普通交易,106,107,108,48.48,1.6,107,108,109Q2,"      0.00
",7.06,38.93,無,無,"              1,073,433
","              1,162,661
","                649,322
","              1,554,469
","              1,231,496
","                594,956
",Foxsemicon Integrated Technology Inc.
